Benchmark;Mode;Threads;Samples;Score;Score Error (99,9%);Unit;HashTable;Key;RandomKeys;Size;UseCapacity
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;383,864774;28,566392;ns/op;LockFree;Int;true;1024;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;848,193846;776,922973;ns/op;LockFree;Int;true;1024;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;417,129048;23,111955;ns/op;LockFree;Int;true;1149;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;928,485396;761,470083;ns/op;LockFree;Int;true;1149;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;420,12711;115,564872;ns/op;LockFree;Int;true;1290;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;898,303842;931,596157;ns/op;LockFree;Int;true;1290;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;417,492464;21,144456;ns/op;LockFree;Int;true;1448;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;817,802849;795,033559;ns/op;LockFree;Int;true;1448;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;247,98977;113,154404;ns/op;LockFree;Int;true;1625;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;642,221631;469,180784;ns/op;LockFree;Int;true;1625;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;241,083982;74,727734;ns/op;LockFree;Int;true;1825;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;606,563542;550,550332;ns/op;LockFree;Int;true;1825;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;218,206225;29,565041;ns/op;LockFree;Int;true;2048;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;591,887998;530,390244;ns/op;LockFree;Int;true;2048;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;220,734779;45,464965;ns/op;LockFree;Int;true;2299;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;650,590341;633,448872;ns/op;LockFree;Int;true;2299;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;182,786644;32,619226;ns/op;LockFree;Int;true;2580;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;627,997035;698,007973;ns/op;LockFree;Int;true;2580;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;191,515402;32,755794;ns/op;LockFree;Int;true;2896;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;547,591417;772,531483;ns/op;LockFree;Int;true;2896;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;197,604333;326,016791;ns/op;LockFree;Int;true;3251;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;489,666785;481,557986;ns/op;LockFree;Int;true;3251;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;175,371824;10,340498;ns/op;LockFree;Int;true;3649;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;458,484278;588,835807;ns/op;LockFree;Int;true;3649;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;145,712524;141,797717;ns/op;LockFree;Int;true;4096;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;426,773498;400,300276;ns/op;LockFree;Int;true;4096;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;137,189133;48,450618;ns/op;LockFree;Int;true;4598;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;485,963202;668,704234;ns/op;LockFree;Int;true;4598;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;137,830973;139,304516;ns/op;LockFree;Int;true;5161;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;458,710397;444,845433;ns/op;LockFree;Int;true;5161;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;144,24115;98,895459;ns/op;LockFree;Int;true;5793;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;421,013876;489,428869;ns/op;LockFree;Int;true;5793;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;148,65821;28,211419;ns/op;LockFree;Int;true;6502;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;403,852791;619,096182;ns/op;LockFree;Int;true;6502;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;153,825342;83,486294;ns/op;LockFree;Int;true;7298;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;375,758239;552,55218;ns/op;LockFree;Int;true;7298;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;128,047823;39,205239;ns/op;LockFree;Int;true;8192;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;363,162453;418,662117;ns/op;LockFree;Int;true;8192;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;121,640781;45,103352;ns/op;LockFree;Int;true;9195;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;432,300246;611,909294;ns/op;LockFree;Int;true;9195;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;124,981206;87,479598;ns/op;LockFree;Int;true;10321;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;396,522237;458,081981;ns/op;LockFree;Int;true;10321;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;121,790539;28,85082;ns/op;LockFree;Int;true;11585;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;359,982222;478,588114;ns/op;LockFree;Int;true;11585;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;119,616213;31,767572;ns/op;LockFree;Int;true;13004;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;336,284843;560,075167;ns/op;LockFree;Int;true;13004;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;119,786096;33,088188;ns/op;LockFree;Int;true;14596;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;312,932689;405,852213;ns/op;LockFree;Int;true;14596;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;121,03443;72,747404;ns/op;LockFree;Int;true;16384;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;336,175202;663,476696;ns/op;LockFree;Int;true;16384;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;384,737172;381,113388;ns/op;LockFree;Int;true;1024000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;462,096252;893,557099;ns/op;LockFree;Int;true;1024000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;380,230028;150,071993;ns/op;LockFree;Int;true;1149000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;528,727536;438,915712;ns/op;LockFree;Int;true;1149000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;443,660963;1023,356078;ns/op;LockFree;Int;true;1290000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;502,13864;565,025526;ns/op;LockFree;Int;true;1290000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;407,140548;124,529463;ns/op;LockFree;Int;true;1448000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;515,609003;339,057325;ns/op;LockFree;Int;true;1448000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;391,333396;118,709092;ns/op;LockFree;Int;true;1625000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;505,973423;431,069914;ns/op;LockFree;Int;true;1625000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;410,034924;116,351452;ns/op;LockFree;Int;true;1825000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;493,506016;345,632622;ns/op;LockFree;Int;true;1825000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;581,447648;583,599453;ns/op;LockFree;Int;true;2048000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;611,818901;565,918221;ns/op;LockFree;Int;true;2048000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;760,325387;4685,903461;ns/op;LockFree;Int;true;2299000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;698,123603;441,489723;ns/op;LockFree;Int;true;2299000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;721,440131;1240,13982;ns/op;LockFree;Int;true;2580000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;705,815054;368,744532;ns/op;LockFree;Int;true;2580000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;860,0985;3331,460036;ns/op;LockFree;Int;true;2896000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;715,684653;539,251046;ns/op;LockFree;Int;true;2896000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;2263,221863;11603,71818;ns/op;LockFree;Int;true;3251000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;696,823647;543,364944;ns/op;LockFree;Int;true;3251000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;997,565267;7803,471612;ns/op;LockFree;Int;true;3649000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;662,422918;565,910523;ns/op;LockFree;Int;true;3649000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;2081,895655;28759,13249;ns/op;LockFree;Int;true;4096000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;763,580203;540,601087;ns/op;LockFree;Int;true;4096000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;2371,903248;28148,89907;ns/op;LockFree;Int;true;4598000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;945,906341;527,42796;ns/op;LockFree;Int;true;4598000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;2303,931062;43473,3471;ns/op;LockFree;Int;true;5161000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;934,668578;1185,6639;ns/op;LockFree;Int;true;5161000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;1893,665906;7409,413139;ns/op;LockFree;Int;true;5793000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;891,393677;479,453375;ns/op;LockFree;Int;true;5793000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;3660,683751;32788,6715;ns/op;LockFree;Int;true;6502000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;928,232149;1567,762158;ns/op;LockFree;Int;true;6502000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;965,716834;430,068781;ns/op;LockFree;Int;true;7298000;true
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;919,557406;614,248556;ns/op;LockFree;Int;true;7298000;false
org.kblees.hashtable.AddBenchmark.add;avgt;8;3;2409,96173;15246,51634;ns/op;LockFree;Int;true;8192000;true
