Benchmark;Mode;Threads;Samples;Score;Score Error (99,9%);Unit;RandomKeys;Size;Type;UseCapacity
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,069511;0,428757;ns/op;true;2580;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;20,665729;1,931845;ns/op;true;2896;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;21,0885;0,996736;ns/op;true;2896;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;7,14272;0,174633;ns/op;true;2896;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;38,959314;1,15415;ns/op;true;2896;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;7,947975;0,233268;ns/op;true;2896;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,100444;0,336042;ns/op;true;2896;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,796585;0,306143;ns/op;true;2896;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,110906;0,311911;ns/op;true;2896;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,334634;0,251127;ns/op;true;3251;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;29,165246;1,584425;ns/op;true;3251;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;7,58321;0,638554;ns/op;true;3251;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;39,660048;0,796398;ns/op;true;3251;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;7,123259;0,483767;ns/op;true;3251;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,109598;0,254619;ns/op;true;3251;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,243053;0,029529;ns/op;true;3251;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;7,929835;0,14337;ns/op;true;3251;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;11,704812;0,485068;ns/op;true;3649;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;42,383796;6,292462;ns/op;true;3649;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;7,873328;0,901189;ns/op;true;3649;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;41,812438;0,127747;ns/op;true;3649;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;7,251071;0,025987;ns/op;true;3649;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,684669;0,036201;ns/op;true;3649;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,648354;0,092063;ns/op;true;3649;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,4659;0,217032;ns/op;true;3649;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;13,403335;0,479877;ns/op;true;4096;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;13,632179;0,395766;ns/op;true;4096;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,81435;0,041238;ns/op;true;4096;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;36,467792;0,114921;ns/op;true;4096;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;7,519402;0,201309;ns/op;true;4096;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,647393;0,049819;ns/op;true;4096;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,300336;0,068834;ns/op;true;4096;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,899514;0,745832;ns/op;true;4096;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;15,456201;1,039604;ns/op;true;4598;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;15,559629;1,729358;ns/op;true;4598;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;7,69673;0,206439;ns/op;true;4598;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;37,192118;1,112905;ns/op;true;4598;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,140968;0,219426;ns/op;true;4598;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,878541;0,64847;ns/op;true;4598;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,005304;0,066688;ns/op;true;4598;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,018623;0,033957;ns/op;true;4598;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;21,001907;0,383385;ns/op;true;5161;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;20,85681;0,383062;ns/op;true;5161;Array94;true
