Benchmark;Mode;Threads;Samples;Score;Score Error (99,9%);Unit;HashTable;Key;MissPercent;RandomKeys;Size;UseCapacity
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;214,113194;26,373647;ns/op;LockFree;Int;0;false;1448000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;216,305499;7,35073;ns/op;LockFree;Int;0;false;1625000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;220,195874;7,283311;ns/op;LockFree;Int;0;false;1825000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;243,160381;9,378708;ns/op;LockFree;Int;0;false;2048000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;245,680331;31,841336;ns/op;LockFree;Int;0;false;2299000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;247,720556;21,824667;ns/op;LockFree;Int;0;false;2580000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;250,73145;2,742033;ns/op;LockFree;Int;0;false;2896000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;252,642385;17,986824;ns/op;LockFree;Int;0;false;3251000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;253,912657;6,705322;ns/op;LockFree;Int;0;false;3649000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;262,261081;43,743186;ns/op;LockFree;Int;0;false;4096000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;264,914548;16,415534;ns/op;LockFree;Int;0;false;4598000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;264,916305;34,69574;ns/op;LockFree;Int;0;false;5161000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;267,617784;31,827916;ns/op;LockFree;Int;0;false;5793000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;269,581602;16,463072;ns/op;LockFree;Int;0;false;6502000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;274,182439;8,233091;ns/op;LockFree;Int;0;false;7298000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;275,736152;14,319991;ns/op;LockFree;Int;0;false;8192000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;277,832606;36,444379;ns/op;LockFree;Int;0;false;9195000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;269,022089;55,055219;ns/op;LockFree;Int;0;false;10321000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;269,439495;13,240538;ns/op;LockFree;Int;0;false;11585000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;269,972621;78,649592;ns/op;LockFree;Int;0;false;13004000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;279,285796;28,262088;ns/op;LockFree;Int;0;false;14596000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;280,745818;80,790382;ns/op;LockFree;Int;0;false;16384000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;12,597584;4,730738;ns/op;LockFree;Int;50;true;1024;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;12,730784;1,362853;ns/op;LockFree;Int;50;true;1149;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;12,774445;2,030202;ns/op;LockFree;Int;50;true;1290;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;12,811928;3,796306;ns/op;LockFree;Int;50;true;1448;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;13,358223;2,737915;ns/op;LockFree;Int;50;true;1625;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;12,915907;1,777813;ns/op;LockFree;Int;50;true;1825;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;12,589573;1,870669;ns/op;LockFree;Int;50;true;2048;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;13,354883;2,304201;ns/op;LockFree;Int;50;true;2299;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;13,483376;0,877602;ns/op;LockFree;Int;50;true;2580;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;13,404234;0,56797;ns/op;LockFree;Int;50;true;2896;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;13,613913;3,850959;ns/op;LockFree;Int;50;true;3251;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;14,176075;6,508769;ns/op;LockFree;Int;50;true;3649;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;14,091883;4,311918;ns/op;LockFree;Int;50;true;4096;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;14,212224;5,495008;ns/op;LockFree;Int;50;true;4598;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;14,890061;5,921855;ns/op;LockFree;Int;50;true;5161;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;15,368918;9,697424;ns/op;LockFree;Int;50;true;5793;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;15,479211;2,330083;ns/op;LockFree;Int;50;true;6502;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;16,233922;8,245279;ns/op;LockFree;Int;50;true;7298;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;17,750732;4,709578;ns/op;LockFree;Int;50;true;8192;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;21,003794;11,383072;ns/op;LockFree;Int;50;true;9195;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;19,719252;2,777167;ns/op;LockFree;Int;50;true;10321;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;20,875937;4,425335;ns/op;LockFree;Int;50;true;11585;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;20,730471;9,311234;ns/op;LockFree;Int;50;true;13004;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;22,258606;8,383955;ns/op;LockFree;Int;50;true;14596;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;24,167382;2,222595;ns/op;LockFree;Int;50;true;16384;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;136,933066;12,85048;ns/op;LockFree;Int;50;true;1024000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;138,079953;17,408216;ns/op;LockFree;Int;50;true;1149000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;137,634541;7,4433;ns/op;LockFree;Int;50;true;1290000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;139,452005;4,582115;ns/op;LockFree;Int;50;true;1448000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;139,686994;8,431843;ns/op;LockFree;Int;50;true;1625000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;140,342468;5,033462;ns/op;LockFree;Int;50;true;1825000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;148,309485;13,897084;ns/op;LockFree;Int;50;true;2048000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;151,012122;14,945736;ns/op;LockFree;Int;50;true;2299000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;160,378987;16,680019;ns/op;LockFree;Int;50;true;2580000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;152,757479;19,847116;ns/op;LockFree;Int;50;true;2896000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;152,081765;18,25253;ns/op;LockFree;Int;50;true;3251000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;153,771542;4,354537;ns/op;LockFree;Int;50;true;3649000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;161,758216;24,368048;ns/op;LockFree;Int;50;true;4096000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;159,368747;20,063349;ns/op;LockFree;Int;50;true;4598000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;176,729131;21,340823;ns/op;LockFree;Int;50;true;5161000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;163,255358;22,090738;ns/op;LockFree;Int;50;true;5793000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;162,282606;24,988284;ns/op;LockFree;Int;50;true;6502000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;164,424839;13,51865;ns/op;LockFree;Int;50;true;7298000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;159,635949;18,520174;ns/op;LockFree;Int;50;true;8192000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;162,587435;16,931949;ns/op;LockFree;Int;50;true;9195000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;163,356563;5,309392;ns/op;LockFree;Int;50;true;10321000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;166,548399;13,175831;ns/op;LockFree;Int;50;true;11585000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;168,230795;3,793715;ns/op;LockFree;Int;50;true;13004000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;168,473714;6,198267;ns/op;LockFree;Int;50;true;14596000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;170,809819;18,289228;ns/op;LockFree;Int;50;true;16384000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;11,929378;4,742364;ns/op;LockFree;Int;50;false;1024;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;12,036879;3,0308;ns/op;LockFree;Int;50;false;1149;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;12,610206;0,154016;ns/op;LockFree;Int;50;false;1290;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;12,847482;2,60096;ns/op;LockFree;Int;50;false;1448;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;12,491821;3,735124;ns/op;LockFree;Int;50;false;1625;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;12,924399;3,971804;ns/op;LockFree;Int;50;false;1825;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;13,478449;2,907984;ns/op;LockFree;Int;50;false;2048;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;13,160303;8,678076;ns/op;LockFree;Int;50;false;2299;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;13,832871;3,850554;ns/op;LockFree;Int;50;false;2580;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;14,145884;2,530798;ns/op;LockFree;Int;50;false;2896;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;14,111399;4,046753;ns/op;LockFree;Int;50;false;3251;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;14,206019;2,086414;ns/op;LockFree;Int;50;false;3649;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;14,146017;2,968793;ns/op;LockFree;Int;50;false;4096;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;14,156547;2,394044;ns/op;LockFree;Int;50;false;4598;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;15,082358;7,300629;ns/op;LockFree;Int;50;false;5161;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;16,213205;5,76843;ns/op;LockFree;Int;50;false;5793;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;16,605381;1,144065;ns/op;LockFree;Int;50;false;6502;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;17,016601;4,71806;ns/op;LockFree;Int;50;false;7298;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;18,076625;6,500121;ns/op;LockFree;Int;50;false;8192;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;18,861426;0,898944;ns/op;LockFree;Int;50;false;9195;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;19,951357;4,821403;ns/op;LockFree;Int;50;false;10321;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;21,062696;6,607869;ns/op;LockFree;Int;50;false;11585;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;21,742041;4,362581;ns/op;LockFree;Int;50;false;13004;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;23,338717;5,902395;ns/op;LockFree;Int;50;false;14596;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;24,717748;5,350821;ns/op;LockFree;Int;50;false;16384;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;139,699352;3,914233;ns/op;LockFree;Int;50;false;1024000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;144,909396;25,820962;ns/op;LockFree;Int;50;false;1149000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;147,669863;9,662051;ns/op;LockFree;Int;50;false;1290000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;147,517258;10,082186;ns/op;LockFree;Int;50;false;1448000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;151,797248;2,115787;ns/op;LockFree;Int;50;false;1625000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;152,907889;5,68912;ns/op;LockFree;Int;50;false;1825000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;166,285394;6,399435;ns/op;LockFree;Int;50;false;2048000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;168,893353;8,282013;ns/op;LockFree;Int;50;false;2299000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;167,888297;14,987409;ns/op;LockFree;Int;50;false;2580000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;169,18864;10,669313;ns/op;LockFree;Int;50;false;2896000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;169,180698;1,861226;ns/op;LockFree;Int;50;false;3251000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;172,210891;4,499274;ns/op;LockFree;Int;50;false;3649000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;169,486918;13,287815;ns/op;LockFree;Int;50;false;4096000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;170,547776;9,612563;ns/op;LockFree;Int;50;false;4598000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;170,003155;24,144435;ns/op;LockFree;Int;50;false;5161000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;171,163724;17,197668;ns/op;LockFree;Int;50;false;5793000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;170,43743;21,373999;ns/op;LockFree;Int;50;false;6502000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;172,418585;13,716136;ns/op;LockFree;Int;50;false;7298000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;164,562744;20,103086;ns/op;LockFree;Int;50;false;8192000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;165,350344;23,073226;ns/op;LockFree;Int;50;false;9195000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;165,491875;10,185576;ns/op;LockFree;Int;50;false;10321000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;165,254738;25,637765;ns/op;LockFree;Int;50;false;11585000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;170,380503;29,915443;ns/op;LockFree;Int;50;false;13004000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;171,954211;5,326419;ns/op;LockFree;Int;50;false;14596000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;168,262481;26,71252;ns/op;LockFree;Int;50;false;16384000;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;9,834713;1,744392;ns/op;LockFree;Int;100;true;1024;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;9,257668;1,838947;ns/op;LockFree;Int;100;true;1149;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;9,359462;2,953945;ns/op;LockFree;Int;100;true;1290;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;9,351182;1,506472;ns/op;LockFree;Int;100;true;1448;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;9,221646;1,150611;ns/op;LockFree;Int;100;true;1625;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;9,146124;0,627613;ns/op;LockFree;Int;100;true;1825;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;9,100808;2,61975;ns/op;LockFree;Int;100;true;2048;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;9,31241;6,134037;ns/op;LockFree;Int;100;true;2299;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;9,591766;3,770125;ns/op;LockFree;Int;100;true;2580;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;10,238608;3,05788;ns/op;LockFree;Int;100;true;2896;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;10,707244;4,666503;ns/op;LockFree;Int;100;true;3251;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;11,790033;2,5742;ns/op;LockFree;Int;100;true;3649;true
org.kblees.hashtable.GetBenchmark.contains;avgt;8;3;10,202411;3,833384;ns/op;LockFree;Int;100;true;4096;true
